Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received,cape_link
"Woolard, Kathryn A                 ",ANSC 112 - Linguistic Anthropology Wkshp  (A),SP10,6,3,100.0 %,100.0 %,2.50,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678545
"McNeal, Keith                      ",ANSC 121 - Psychological Anthropology     (A),SP10,49,31,90.3 %,93.5 %,6.18,B+ (3.47),B+ (3.61),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678546
"Postero, Nancy Grey                ",ANSC 140 - Human Rights II: Contemp Issue (A),SP10,54,28,92.9 %,100.0 %,6.93,B+ (3.63),B+ (3.58),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678548
"Hurst, Samantha                    ",ANSC 164 - The Anthropology of Medicine   (A),SP10,61,28,85.7 %,88.9 %,4.50,A- (3.71),B (3.17),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678550
"Parish, Steven Martin              ",ANSC 168 - The Human Condition            (A),SP10,30,14,100.0 %,100.0 %,4.79,B+ (3.50),B+ (3.64),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=685364
"Parish, Steven Martin              ",ANSC 172 - Life-History Seminar&Practicum (A),SP10,15,9,100.0 %,100.0 %,3.83,A- (3.89),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678552
"Hankins, Joseph D.                 ",ANTH 103 - Social Anthropology            (A),SP10,123,87,96.6 %,98.9 %,5.83,B+ (3.49),B (3.21),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678558
"Muniz, Adolfo A                    ",ANTH 3 - World Prehistory               (A),SP10,94,52,86.3 %,88.2 %,3.81,B+ (3.41),B (3.07),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678553
"Moore, James J                     ",ANTH 42 - Study of Primates in Nature    (A),SP10,49,20,95.0 %,95.0 %,4.50,B (3.22),B (3.04),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678556
"Jordan, David K.                   ",ANTH 87 - Freshman Seminar               (A),SP10,17,11,90.9 %,90.9 %,0.86,N/A,N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=678557
"Jenkins, Janis A.                  ",ANTH 87 - Freshman Seminar               (B),SP10,11,9,87.5 %,100.0 %,1.00,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=685311
"Moore, James J                     ",ANTH 87 - Freshman Seminar               (E),SP10,13,6,66.7 %,83.3 %,0.50,N/A,N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=686557
"Algaze, Guillermo                  ",ANAR 100 - Spec Topics/Anth Archaeology   (A),WI10,10,3,100.0 %,100.0 %,7.17,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671406
"Goldstein, Paul S                  ",ANAR 156 - Archaeology of South America   (A),WI10,58,26,80.8 %,88.5 %,5.19,B (3.19),B+ (3.46),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671408
"Friedlander, Nancylee              ",ANBI 100 - Spec Topics/Biological Anthrop (A),WI10,53,24,91.7 %,100.0 %,4.08,A- (3.78),A- (3.81),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671409
"Bogart, Stephanie                  ",ANBI 111 - Adv Priciples/Human Evolution  (A),WI10,49,22,90.9 %,77.3 %,5.07,B+ (3.45),B+ (3.39),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671410
"Moore, James J                     ",ANBI 148 - Primate Behavioral Ecology     (A),WI10,17,6,100.0 %,100.0 %,5.50,B+ (3.40),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671411
"McNeal, Keith                      ",ANSC 100 - Spec Top/Socio-Cultural Anthro (A),WI10,30,11,81.8 %,81.8 %,3.23,A- (3.89),A- (3.76),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671414
"Stasch, Rupert S                   ",ANSC 107 - Meaning/Symbols in Social Life (A),WI10,24,8,100.0 %,100.0 %,4.50,A (4.00),B+ (3.44),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671415
"Haviland, John B.                  ","ANSC 119 - Gesture, Communication & Body  (A)",WI10,24,5,100.0 %,100.0 %,6.50,B- (2.75),B (3.06),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671417
"Woolard, Kathryn A                 ",ANSC 122 - Language in Society            (A),WI10,60,24,83.3 %,95.8 %,4.75,B+ (3.30),B- (2.90),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671418
"Bialecki, Jon Anthony              ",ANSC 124 - Cultural Anthropology          (A),WI10,31,16,81.3 %,81.3 %,5.00,B+ (3.40),B+ (3.56),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671419
"Brenner, Suzanne A                 ","ANSC 125 - Gender, Sexuality, & Society   (A)",WI10,79,39,94.9 %,97.4 %,5.68,B+ (3.65),B+ (3.43),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671420
"Cassaniti, Julia                   ",ANSC 128 - Culture and Emotion            (A),WI10,52,32,100.0 %,96.8 %,6.88,A- (3.77),B+ (3.37),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671421
"Friedlander, Nancylee              ",ANTH 102 - Humans Are Cultural Animals    (A),WI10,120,58,87.9 %,89.7 %,5.26,B+ (3.70),B+ (3.45),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671432
"Semendeferi, Ekaterini             ",ANTH 2 - Human Origins                  (A),WI10,202,85,69.1 %,63.0 %,3.91,B- (2.89),C+ (2.58),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=671422
"Semendeferi, Ekaterini             ",ANBI 140 - Evolution of Human Brain       (A),FA09,115,78,75.0 %,81.6 %,4.42,B+ (3.49),B- (2.87),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=661627
"Schoeninger, Margaret J            ",ANBI 141 - The Evolution of Human Diet    (A),FA09,82,59,91.1 %,92.9 %,4.33,B+ (3.48),B- (2.85),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=661632
"Friedman, Jonathan K.              ",ANSC 100 - Spec Top/Socio-Cultural Anthro (A),FA09,29,20,60.0 %,60.0 %,4.10,B (3.22),B+ (3.56),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=661639
"Haviland, John B.                  ",ANSC 118 - Language and Culture           (A),FA09,25,19,63.2 %,84.2 %,4.50,B- (2.94),B- (2.86),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=661642
"Bialecki, Jon Anthony              ",ANSC 120 - Anthropology of Religion       (A),FA09,53,32,78.1 %,87.5 %,4.24,B (3.20),B (3.24),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=665364
"Cassaniti, Julia                   ",ANSC 126 - Childhood and Adolescence      (A),FA09,53,39,94.9 %,94.9 %,4.65,B+ (3.68),B+ (3.54),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=665371
"Cassaniti, Julia                   ",ANSC 129 - Meaning and Healing            (A),FA09,41,33,96.9 %,96.8 %,5.69,B+ (3.62),B+ (3.62),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=665374
"Fortier, Jana                      ",ANTH 1 - Introduction to Culture        (A),FA09,193,122,87.0 %,88.9 %,3.68,B+ (3.47),B (3.10),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=661643
"Algaze, Guillermo                  ",ANTH 101 - Foundations/Social Complexity  (A),FA09,123,96,83.1 %,83.3 %,4.48,B+ (3.44),B (3.12),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=661649
"Pedersen, David                    ",ANTH 23 - Debating Multiculturalism      (A),FA09,118,53,80.8 %,86.5 %,2.54,B+ (3.53),B+ (3.37),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=666692
"Moore, James J                     ",ANTH 87 - Freshman Seminar               (B),FA09,10,10,100.0 %,100.0 %,0.90,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=666382
"Goldstein, Paul S                  ",ANAR 119S  - Archaeological Field & Lab Cls (A),SU09,14,13,100.0 %,100.0 %,10.19,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=658564
"Froehle, Andrew W.                 ",ANBI 143 - The Human Skeleton             (A),SU09,21,7,71.4 %,85.7 %,10.50,B+ (3.50),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=655692
"Parish, Steven Martin              ",ANSC 167 - Rituals and Celebrations       (A),SU09,36,11,90.9 %,90.9 %,6.14,A- (3.82),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=656746
"Vandehey, Scott Lawrence           ",ANTH 1 - Introduction to Culture        (A),SU09,24,10,100.0 %,100.0 %,6.70,A- (3.70),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=655694
"Teffer, Katharine D.               ",ANTH 2 - Human Origins                  (A),SU09,25,11,80.0 %,80.0 %,3.95,B+ (3.63),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=656748
"Thornton, Brendan Jamal            ",ANTH 23 - Debating Multiculturalism      (A),SU09,23,12,100.0 %,100.0 %,4.17,B+ (3.64),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=656750
"Muniz, Adolfo A                    ",ANAR 100 - Spec Topics/Anth Archaeology   (A),SP09,24,16,100.0 %,100.0 %,4.00,B+ (3.69),B+ (3.61),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650471
"Fortier, Jana                      ",ANAR 181 - Archaeology/Hunter Gatherers   (A),SP09,11,10,100.0 %,100.0 %,4.72,B+ (3.50),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650472
"Friedlander, Nancylee              ",ANBI 100 - Spec Topics/Biological Anthrop (A),SP09,63,37,88.9 %,94.6 %,3.58,B+ (3.54),B+ (3.40),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650474
"Strum, Shirley C.                  ",ANBI 132 - Conservation&Human Predicament (A),SP09,171,100,98.0 %,96.9 %,3.11,N/A,B- (2.71),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650475
"Woodruff, David S                  ",ANBI 132 - Conservation&Human Predicament (A),SP09,171,100,98.0 %,96.9 %,3.11,N/A,B- (2.71),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650475
"Hurst, Samantha                    ",ANBI 143 - The Human Skeleton             (A),SP09,38,25,95.8 %,100.0 %,5.25,B+ (3.48),B (3.09),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650476
"Strum, Shirley C.                  ",ANBI 173 - Cognition in Animals & Humans  (A),SP09,14,11,77.8 %,100.0 %,3.05,B+ (3.60),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650477
"Semendeferi, Ekaterini             ",ANBI 175 - Modeling Behavior/Early Ancest (A),SP09,21,15,100.0 %,100.0 %,4.37,B+ (3.53),B+ (3.46),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650478
"Stasch, Rupert S                   ",ANSC 108 - Tourism and Global Culture     (A),SP09,31,18,83.3 %,83.3 %,3.06,B+ (3.53),B+ (3.39),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650481
"Cassaniti, Julia                   ",ANSC 121 - Psychological Anthropology     (A),SP09,28,22,86.4 %,90.9 %,3.95,B+ (3.50),B+ (3.41),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650483
"Brenner, Suzanne A                 ",ANSC 124 - Cultural Anthropology          (A),SP09,64,39,97.3 %,100.0 %,4.76,B+ (3.63),B+ (3.43),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650485
"Montoya Rojas, Ciro Rodrigo        ",ANSC 135 - Indigenous Peoples/Latin Amer. (A),SP09,20,12,91.7 %,75.0 %,6.33,B+ (3.64),B+ (3.44),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=654719
"Jordan, David K.                   ",ANSC 137 - Chinese Popular Religion       (A),SP09,63,48,87.5 %,95.7 %,4.38,B+ (3.43),B (3.17),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650488
"Carlisle, Steven G                 ","ANSC 139 - Freud, Psychoanalysis, Culture (A)",SP09,16,9,100.0 %,100.0 %,4.50,B+ (3.33),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650489
"Postero, Nancy Grey                ",ANSC 140 - Human Rights II: Contemp Issue (A),SP09,113,62,98.4 %,96.8 %,6.15,B+ (3.49),B (3.21),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650490
"Woolard, Kathryn A                 ","ANSC 162 - Language, Identity & Community (A)",SP09,20,16,68.8 %,87.5 %,5.00,B- (2.93),B- (2.80),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650491
"Cassaniti, Julia                   ",ANSC 167 - Rituals and Celebrations       (A),SP09,22,14,92.9 %,92.9 %,5.79,B (3.21),B+ (3.31),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=654720
"Simon, Gregory Mark                ",ANTH 103 - Social Anthropology            (A),SP09,114,79,84.6 %,77.2 %,5.04,B+ (3.42),B- (2.99),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650500
"Pedersen, David                    ",ANTH 23 - Debating Multiculturalism      (A),SP09,77,43,83.7 %,90.7 %,3.02,B+ (3.68),B+ (3.66),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=664363
"Algaze, Guillermo                  ",ANTH 3 - World Prehistory               (A),SP09,65,33,97.0 %,97.0 %,2.62,B+ (3.59),B+ (3.35),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650494
"Algaze, Guillermo                  ",ANTH 3 - World Prehistory               (B),SP09,107,70,78.6 %,78.6 %,2.81,B+ (3.40),B+ (3.35),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=650497
"Muniz, Adolfo A",ANAR 141 - Prehistory of the Holy Land    (A),WI09,18,14,100.0 %,92.9 %,6.36,B+ (3.62),A (4.00),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=646013
"Goldstein, Paul S",ANAR 158 - The Inca: Empire of the Andes  (A),WI09,62,41,92.5 %,87.5 %,3.96,B+ (3.52),B+ (3.47),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=641332
"Friedlander, Nancylee",ANBI 100 - Spec Topics/Biological Anthrop (A),WI09,75,35,97.1 %,97.1 %,3.21,A- (3.89),A- (3.79),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=641334
"Semendeferi, Ekaterini",ANBI 103 - Darwin's Legacy                (A),WI09,69,67,97.0 %,96.9 %,3.13,B+ (3.50),B- (2.93),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=646938
"Wood, Bernard",ANBI 111 - Adv Priciples/Human Evolution  (A),WI09,43,38,89.5 %,86.8 %,4.23,B (3.26),B+ (3.46),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=646063
"Moore, James J",ANBI 159 - Biological&Cult Persptv/Intell (A),WI09,20,12,75.0 %,75.0 %,3.67,B (3.09),B (3.14),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=641335
"Carlisle, Steven G",ANSC 100 - Spec Top/Socio-Cultural Anthro (A),WI09,33,24,91.7 %,100.0 %,4.17,B+ (3.30),B- (2.87),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=641338
"Pedersen, David",ANSC 100 - Spec Top/Socio-Cultural Anthro (B),WI09,15,10,90.0 %,90.0 %,3.39,B+ (3.50),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=646638
"Haviland, John B.","ANSC 119 - Gesture, Communication & Body  (A)",WI09,32,17,82.4 %,100.0 %,5.79,B+ (3.35),B- (2.86),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=646781
"Woolard, Kathryn A",ANSC 122 - Language in Society            (A),WI09,38,29,92.9 %,100.0 %,3.50,B+ (3.37),B (3.05),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=641339
"Fortier, Jana",ANTH 1 - Introduction to Culture        (A),WI09,212,98,87.6 %,82.3 %,3.40,B+ (3.30),B- (2.96),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=641342
"Moore, James J",ANTH 102 - Humans Are Cultural Animals    (A),WI09,75,40,84.6 %,64.1 %,5.15,B (3.22),B (3.20),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=641343
"Jordan, David K.",ANTH 87 - Freshman Seminar               (A),WI09,16,15,100.0 %,100.0 %,1.03,N/A,N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=646793
"Jordan, David K.",ANTH 87 - Freshman Seminar               (B),WI09,13,9,100.0 %,100.0 %,1.17,N/A,N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=646794
"Muniz, Adolfo A                    ",ANAR 111 - Anthropological Archaeology    (A),FA08,38,27,74.1 %,81.5 %,3.83,B+ (3.46),B+ (3.42),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=632865
"Braswell, Geoffrey E.              ","ANAR 144 - Pharaohs,Mummies:Intro Egyptly (A)",FA08,61,45,100.0 %,95.5 %,4.23,B+ (3.41),B- (2.88),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=632866
"Schoeninger, Margaret J            ",ANBI 141 - The Evolution of Human Diet    (A),FA08,58,38,81.6 %,84.2 %,4.18,B+ (3.46),C+ (2.51),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=632867
"Schoeninger, Margaret J            ",ANBI 146 - Stable Isotopes in Ecology     (A),FA08,10,10,100.0 %,100.0 %,5.70,A- (3.89),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=632868
"Haviland, John B.                  ",ANSC 118 - Language and Culture           (A),FA08,11,10,40.0 %,80.0 %,5.50,B- (2.88),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=632871
"Brenner, Suzanne A                 ","ANSC 125 - Gender, Sexuality, & Society   (A)",FA08,75,54,82.7 %,86.5 %,5.10,B+ (3.54),B+ (3.36),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=632872
"Carlisle, Steven G                 ",ANSC 128 - Culture and Emotion            (A),FA08,45,24,87.5 %,87.5 %,3.92,B (3.20),C+ (2.70),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=632874
"Postero, Nancy Grey                ",ANSC 142 - Anthropology of Latin America  (A),FA08,50,57,96.5 %,94.6 %,6.15,B+ (3.42),B- (2.96),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=632875
"Hurst, Samantha                    ",ANSC 164 - The Anthropology of Medicine   (A),FA08,66,43,93.0 %,90.7 %,3.57,A- (3.78),A- (3.71),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=632876
"Goldstein, Paul S                  ",ANTH 101 - Foundations/Social Complexity  (A),FA08,118,59,77.6 %,89.5 %,4.64,B+ (3.39),B (3.21),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=632888
"Semendeferi, Ekaterini             ",ANTH 2 - Human Origins                  (A),FA08,180,121,78.8 %,83.3 %,4.33,B (3.02),C+ (2.57),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=632879
"Moore, James J                     ",ANTH 42 - Study of Primates in Nature    (A),FA08,25,24,95.8 %,91.7 %,3.67,B (3.23),B (3.03),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=635148
"Parish, Steven Martin              ",ANTH 87 - Freshman Seminar               (A),FA08,16,12,75.0 %,81.8 %,0.67,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=635135
"Parish, Steven Martin              ",ANTH 87 - Freshman Seminar               (B),FA08,14,11,90.9 %,100.0 %,0.50,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=635136
"Moore, James J                     ",ANTH 87 - Freshman Seminar               (D),FA08,7,7,100.0 %,100.0 %,0.79,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=645955
"Goldstein, Paul S                  ",ANAR 119S  - Archaeological Field & Lab Cls (A),SU08,14,26,100.0 %,100.0 %,16.32,A (4.00),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=635244
"Braswell, Geoffrey E.              ",ANAR 155S  - Stdy Abrd: Ancient Mesoamerica (A),SU08,20,20,100.0 %,100.0 %,12.10,A- (3.89),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=635239
"Froehle, Andrew W.                 ",ANBI 143 - The Human Skeleton             (A),SU08,20,14,92.9 %,100.0 %,8.64,B+ (3.43),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=626212
"Haviland, John B.                  ",ANSC 117GS - Language and (Multi)Culture    (A),SU08,9,9,87.5 %,100.0 %,9.83,B+ (3.56),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=635746
"Haviland, John B.                  ","ANSC 119GS - Gesture, Communication & Body  (A)",SU08,9,9,77.8 %,100.0 %,9.39,B+ (3.50),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=635748
"Danely, Jason A                    ",ANTH 1 - Introduction to Culture        (A),SU08,22,19,100.0 %,100.0 %,3.76,B+ (3.65),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=626216
"Muniz, Adolfo A               ",ANAR 111 - Anthropological Archaeology    (A),SP08,32,22,90.9 %,100.0 %,3.86,B+ (3.45),B+ (3.40),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=618783
"Strum, Shirley C.                  ",ANBI 132 - Conservation&Human Predicament (A),SP08,163,96,89.1 %,92.4 %,6.88,N/A,C+ (2.69),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=618784
"Woodruff, David S             ",ANBI 132 - Conservation&Human Predicament (A),SP08,163,96,89.1 %,92.4 %,6.88,N/A,C+ (2.69),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=618784
"Semendeferi, Ekaterini        ",ANBI 140 - Evolution of Human Brain       (A),SP08,129,88,77.9 %,87.2 %,4.50,B (3.16),B- (2.99),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=618786
"Carlisle, Steven G            ",ANSC 100 - Spec Top/Socio-Cultural Anthro (A),SP08,23,15,100.0 %,100.0 %,5.03,B+ (3.47),B (3.02),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=618789
"Dernbach, Katherine           ",ANSC 100 - Spec Top/Socio-Cultural Anthro (B),SP08,8,8,87.5 %,100.0 %,2.50,B+ (3.67),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=625120
"McNeal, Keith                 ",ANSC 121 - Psychological Anthropology     (A),SP08,51,38,91.9 %,94.6 %,3.64,B+ (3.45),B+ (3.46),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=618790
"Woolard, Kathryn A            ",ANSC 122 - Language in Society            (A),SP08,53,38,86.5 %,94.4 %,3.71,B (3.09),B- (2.89),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=618791
"Brenner, Suzanne A            ",ANSC 124 - Cultural Anthropology          (A),SP08,68,33,97.0 %,100.0 %,3.59,B (3.23),B (3.25),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=618792
"Carlisle, Steven G            ",ANSC 126 - Childhood and Adolescence      (A),SP08,18,9,100.0 %,87.5 %,6.72,B+ (3.38),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=618793
"Hurst, Samantha               ",ANSC 164 - The Anthropology of Medicine   (A),SP08,60,34,97.1 %,97.1 %,4.56,A- (3.94),A- (3.75),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=618794
"Parish, Steven Martin         ",ANSC 165 - Contemporary South Asia        (A),SP08,25,17,100.0 %,100.0 %,3.56,A- (3.88),B+ (3.57),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=623986
"Moore, James J                ",ANTH 102 - Humans Are Cultural Animals    (A),SP08,61,34,90.9 %,84.8 %,5.79,B (3.27),B (3.09),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=618802
"Goldstein, Paul S             ",ANTH 3 - World Prehistory               (A),SP08,101,60,84.7 %,79.3 %,3.08,B (3.24),B- (2.93),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=618797
"Jordan, David K.              ",ANTH 87 - Freshman Seminar               (A),SP08,8,7,100.0 %,100.0 %,0.79,N/A,N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=624865
"Levy, Thomas E                ","ANAR 143 - Archeology, Anthr & the Bible  (A)",WI08,39,20,60.0 %,60.0 %,3.10,A- (3.70),B+ (3.54),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=610034
"Goldstein, Paul S             ",ANAR 156 - Archaeology of South America   (A),WI08,54,29,89.7 %,96.6 %,4.57,B (3.15),B (3.18),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=610033
"Algaze, Guillermo             ",ANAR 182 - Origin/Agriculture & Sedentism (A),WI08,41,22,95.2 %,100.0 %,4.68,B+ (3.50),B+ (3.31),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=610035
"Schoeninger, Margaret J       ",ANBI 141 - The Evolution of Human Diet    (A),WI08,101,73,89.9 %,91.3 %,3.75,B (3.25),B (3.04),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=610036
"Moore, James J                ",ANBI 159 - Biological&Cult Persptv/Intell (A),WI08,33,27,81.5 %,74.1 %,5.42,B- (2.88),B- (2.88),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=610037
"Woolard, Kathryn A            ",ANSC 100 - Spec Top/Socio-Cultural Anthro (A),WI08,13,10,100.0 %,100.0 %,6.10,B+ (3.38),N/A,https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=610042
"Haviland, John B.             ",ANSC 118 - Language and Culture           (A),WI08,18,14,64.3 %,78.6 %,3.36,B (3.23),C+ (2.54),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=616518
"Jordan, David K.              ",ANSC 136 - Traditional Chinese Society    (A),WI08,80,53,96.2 %,98.1 %,3.79,B+ (3.50),B+ (3.42),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=610043
"Carlisle, Steven G            ","ANSC 139 - Freud, Psychoanalysis, Culture (A)",WI08,41,24,87.0 %,91.3 %,4.08,B- (2.95),B- (2.86),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=615075
"Fortier, Jana                 ",ANTH 1 - Introduction to Culture        (A),WI08,134,56,85.7 %,87.5 %,3.11,B (3.18),B- (3.00),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=610044
"Ozyurek, Esra                 ",ANTH 103 - Social Anthropology            (A),WI08,95,50,66.7 %,47.9 %,3.34,B+ (3.48),B+ (3.41),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=610050
"Braswell, Geoffrey E.         ",ANAR 153 - The Mysterious Maya            (A),FA07,77,48,78.0 %,77.8 %,4.41,B (3.12),C+ (2.61),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=606116
"Hurst, Samantha               ",ANBI 111 - Adv Priciples/Human Evolution  (A),FA07,46,42,97.3 %,95.1 %,4.00,B+ (3.51),B+ (3.44),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=607209
"Anderson, Matt                ",ANBI 116 - Evolution/Primate Reproduction (A),FA07,54,37,94.6 %,100.0 %,3.80,B (3.24),C+ (2.64),https://cape.ucsd.edu/scripts/detailedStats.asp?SectionId=604387
